/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,0,211888
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,1,41600
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,2,7624
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,3,7648
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,4,38168
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,5,8096
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,6,56072
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,7,9552
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,8,61592
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,9,12256
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,10,10592
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,11,61168
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,12,11304
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,13,9888
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,14,56000
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,15,11968
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,16,11872
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,17,46424
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,18,10816
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,19,9640
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,20,43952
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,21,9432
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,22,9128
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,23,51864
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,24,10672
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,25,10360
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,26,35896
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,27,7792
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,28,46904
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,29,13360
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,30,12072
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,31,49024
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,32,10200
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,33,58168
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,34,15104
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,35,13728
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,36,52824
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,37,13680
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,38,13040
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,39,41208
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,40,9328
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,41,35088
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,42,9504
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,43,119384
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,44,13136
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,45,6936
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,46,38512
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,47,5728
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,48,5992
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,49,39944
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,50,6696
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,51,5680
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,52,35936
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,53,6816
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,54,5776
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,55,34656
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,56,8040
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,57,8480
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,58,35608
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,59,10568
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,60,10328
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,61,33368
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,62,9432
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,63,8576
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,64,78008
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,65,13448
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,66,68624
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,67,7504
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,68,45984
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,69,18888
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,70,39456
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,71,7760
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,72,48392
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,73,7192
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,74,6704
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,75,42272
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,76,5584
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,77,44552
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,78,6448
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,79,51392
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,80,9152
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,81,49296
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,82,9896
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,83,41872
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,84,10736
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,85,34392
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,86,8696
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,87,43088
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,88,15536
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,89,320
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,90,3648
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,91,784
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,92,640
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,93,1048
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,94,305960
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,95,59608
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,96,2040
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,97,16704
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,98,84056
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,99,17792
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,100,16544
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,101,9824
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,102,80776
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,103,18760
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,104,19008
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,105,77696
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,106,13376
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,107,51072
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,108,2568
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,109,85048
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,110,16488
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,111,72176
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,112,16088
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,113,1848
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,114,67576
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,115,11632
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,116,84792
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,117,18512
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,118,17712
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,119,49744
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,120,1344
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,121,71440
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,122,14808
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,123,67696
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,124,16208
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,125,1616
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,126,75272
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,127,18296
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,128,18416
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,129,50032
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,130,13528
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,131,1392
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,132,38424
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,133,9720
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,134,85640
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,135,118800
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,136,23624
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,137,103424
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,138,17608
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,139,102808
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,140,32864
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,141,76024
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,142,26248
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,143,196992
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,144,179544
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,145,46768
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,146,2184
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,147,2424
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,148,36264
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,149,3072
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,150,2592
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,151,49992
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,152,5328
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,153,4328
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,154,52608
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,155,4456
/Users/havenville/mystuff/PhD_R/2023-09-15_Entropy/Demo/backend/downloads/james1.mp4,156,3080
